doi,comments_count
10.1101/729269,0
10.1101/729285,0
10.1101/729301,0
10.1101/729327,0
10.1101/729335,0
10.1101/729343,0
10.1101/729350,0
10.1101/729368,0
10.1101/729384,0
10.1101/729392,0
10.1101/729400,0
10.1101/729418,0
10.1101/729426,0
10.1101/729434,0
10.1101/729467,0
10.1101/729475,0
10.1101/729483,0
10.1101/729491,0
10.1101/729509,0
10.1101/729517,0
10.1101/729525,0
10.1101/729533,0
10.1101/729541,0
10.1101/729566,0
10.1101/729574,0
10.1101/729590,0
10.1101/729608,0
10.1101/729616,0
10.1101/729624,0
10.1101/729632,0
10.1101/729640,0
10.1101/729657,0
10.1101/729665,0
10.1101/729681,0
10.1101/729699,1
10.1101/729707,0
10.1101/729715,0
10.1101/729723,0
10.1101/729731,0
10.1101/729756,0
10.1101/729764,0
10.1101/729772,0
10.1101/729780,0
10.1101/729798,0
10.1101/729806,0
10.1101/729814,0
10.1101/729822,0
10.1101/729830,0
10.1101/729848,0
10.1101/729855,0
10.1101/729863,0
10.1101/729889,0
10.1101/729905,0
10.1101/729913,0
10.1101/729921,0
10.1101/729939,0
10.1101/729962,0
10.1101/729970,0
10.1101/729988,0
10.1101/729996,0
10.1101/730002,0
10.1101/730010,0
10.1101/730028,4
10.1101/730036,0
10.1101/730069,0
10.1101/730077,0
10.1101/730085,0
10.1101/730093,0
10.1101/730101,0
10.1101/730119,1
10.1101/730135,0
10.1101/730143,0
10.1101/730150,0
10.1101/730168,0
10.1101/730200,0
10.1101/730218,0
10.1101/730226,0
10.1101/730234,0
10.1101/730242,0
10.1101/730283,0
10.1101/730291,0
10.1101/730309,0
10.1101/730317,0
10.1101/730325,1
10.1101/730333,0
10.1101/730358,0
10.1101/730366,0
10.1101/730374,0
10.1101/730382,0
10.1101/730408,0
10.1101/730416,0
10.1101/730432,0
10.1101/730440,0
10.1101/730457,0
10.1101/730465,3
10.1101/730473,0
10.1101/730481,0
10.1101/730499,0
10.1101/730507,0
10.1101/730515,0
10.1101/730523,0
10.1101/730531,0
10.1101/730549,0
10.1101/730556,0
10.1101/730564,0
10.1101/730572,0
10.1101/730606,0
10.1101/730614,0
10.1101/730622,0
10.1101/730648,0
10.1101/730655,0
10.1101/730663,0
10.1101/730689,0
10.1101/730697,0
10.1101/730713,0
10.1101/730721,0
10.1101/730739,0
10.1101/730747,0
10.1101/730754,0
10.1101/730762,0
10.1101/730770,0
10.1101/730796,0
10.1101/730812,0
10.1101/730820,0
10.1101/730838,0
10.1101/730853,0
10.1101/730861,0
10.1101/730879,0
10.1101/730887,0
10.1101/730895,0
10.1101/730903,0
10.1101/730911,1
10.1101/730937,0
10.1101/730945,0
10.1101/730952,0
10.1101/730960,0
10.1101/730978,0
10.1101/730994,0
10.1101/731000,0
10.1101/731018,0
10.1101/731026,0
10.1101/731034,0
10.1101/731042,0
10.1101/731059,0
10.1101/731075,0
10.1101/731083,0
10.1101/731091,3
10.1101/731109,0
10.1101/731117,1
10.1101/731125,0
10.1101/731133,0
10.1101/731141,0
10.1101/731158,0
10.1101/731166,0
10.1101/731174,0
10.1101/731182,0
10.1101/731208,0
10.1101/731216,0
10.1101/731232,0
10.1101/731265,0
10.1101/731273,0
10.1101/731281,0
10.1101/731299,0
10.1101/731315,0
10.1101/731323,0
10.1101/731331,0
10.1101/731349,0
10.1101/731356,0
10.1101/731364,0
10.1101/731380,0
10.1101/731398,0
10.1101/731430,0
10.1101/731448,0
10.1101/731455,0
10.1101/731471,0
10.1101/731489,0
10.1101/731497,0
10.1101/731505,0
10.1101/731521,0
10.1101/731539,0
10.1101/731547,0
10.1101/731554,0
10.1101/731570,0
10.1101/731588,0
10.1101/731596,0
10.1101/731604,0
10.1101/731612,0
10.1101/731620,0
10.1101/731638,2
10.1101/731646,0
10.1101/731653,0
10.1101/731661,0
10.1101/731679,0
10.1101/731687,0
10.1101/731695,0
10.1101/731729,0
10.1101/731752,0
10.1101/731760,0
10.1101/731778,0
10.1101/731802,0
10.1101/731810,0
10.1101/731828,0
10.1101/731836,0
10.1101/731844,0
10.1101/731851,0
10.1101/731877,0
10.1101/731901,0
10.1101/731919,0
10.1101/731927,0
10.1101/731935,0
10.1101/731943,0
10.1101/731950,0
10.1101/731968,0
10.1101/731976,0
10.1101/731984,0
10.1101/731992,0
10.1101/732008,0
10.1101/732016,0
10.1101/732024,0
10.1101/732057,0
10.1101/732073,0
10.1101/732115,2
10.1101/732123,0
10.1101/732149,0
10.1101/732164,0
10.1101/732172,0
10.1101/732180,0
10.1101/732198,0
10.1101/732214,0
10.1101/732222,1
10.1101/732230,0
10.1101/732248,0
10.1101/732255,0
10.1101/732263,0
10.1101/732289,0
10.1101/732305,0
10.1101/732313,0
10.1101/732321,0
10.1101/732339,0
10.1101/732354,0
10.1101/732362,0
10.1101/732370,0
10.1101/732396,0
10.1101/732404,0
10.1101/732412,0
10.1101/732420,0
10.1101/732438,0
10.1101/732446,0
10.1101/732479,0
10.1101/732495,0
10.1101/732503,0
10.1101/732511,0
10.1101/732529,0
10.1101/732537,0
10.1101/732552,0
10.1101/732560,0
10.1101/732594,0
10.1101/732610,0
10.1101/732628,0
10.1101/732644,0
10.1101/732651,0
10.1101/732669,0
10.1101/732677,0
10.1101/732685,0
10.1101/732693,0
10.1101/732701,0
10.1101/732727,0
10.1101/732735,0
10.1101/732743,0
10.1101/732750,0
10.1101/732768,0
10.1101/732776,0
10.1101/732784,0
10.1101/732792,0
10.1101/732800,0
10.1101/732818,0
10.1101/732826,0
10.1101/732834,0
10.1101/732842,0
10.1101/732859,0
10.1101/732867,0
10.1101/732875,0
10.1101/732883,0
10.1101/732909,0
10.1101/732917,0
10.1101/732925,0
10.1101/732933,0
10.1101/732941,0
10.1101/732958,0
10.1101/732966,0
10.1101/732982,1
10.1101/732990,0
10.1101/733006,0
10.1101/733030,0
10.1101/733048,0
10.1101/733055,0
10.1101/733063,0
10.1101/733071,0
10.1101/733097,0
10.1101/733105,0
10.1101/733121,0
10.1101/733147,0
10.1101/733162,0
10.1101/733170,0
10.1101/733204,0
10.1101/733212,0
10.1101/733238,1
10.1101/733246,0
10.1101/733253,0
10.1101/733261,0
10.1101/733279,0
10.1101/733295,0
10.1101/733303,0
10.1101/733311,0
10.1101/733329,0
10.1101/733345,0
10.1101/733352,0
10.1101/733378,1
10.1101/733402,0
10.1101/733410,0
10.1101/733428,0
10.1101/733444,0
10.1101/733451,0
10.1101/733477,0
10.1101/733485,0
10.1101/733493,0
10.1101/733501,0
10.1101/733519,0
10.1101/733527,0
10.1101/733543,0
10.1101/733568,0
10.1101/733576,0
10.1101/733584,0
10.1101/733592,0
10.1101/733600,0
10.1101/733618,0
10.1101/733642,1
10.1101/733675,0
10.1101/733683,0
10.1101/733691,0
10.1101/733709,0
10.1101/733725,0
10.1101/733733,0
10.1101/733758,0
10.1101/733766,0
10.1101/733782,2
10.1101/733790,0
10.1101/733808,0
10.1101/733816,0
10.1101/733832,0
10.1101/733840,0
10.1101/733857,0
10.1101/733881,0
10.1101/733899,0
10.1101/733907,1
10.1101/733915,0
10.1101/733923,0
10.1101/733931,0
10.1101/733949,0
10.1101/733956,0
10.1101/733964,0
10.1101/733980,0
10.1101/733998,0
10.1101/734004,0
10.1101/734012,0
10.1101/734020,0
10.1101/734038,0
10.1101/734046,0
10.1101/734053,0
10.1101/734061,0
10.1101/734079,0
10.1101/734087,0
10.1101/734103,0
10.1101/734111,0
10.1101/734129,0
10.1101/734137,0
10.1101/734145,0
10.1101/734152,0
10.1101/734160,0
10.1101/734178,0
10.1101/734186,0
10.1101/734194,0
10.1101/734202,0
10.1101/734210,0
10.1101/734236,0
10.1101/734244,0
10.1101/734251,0
10.1101/734269,0
10.1101/734277,0
10.1101/734285,0
10.1101/734293,0
10.1101/734301,0
10.1101/734319,0
10.1101/734327,0
10.1101/734350,0
10.1101/734368,0
10.1101/734376,0
10.1101/734400,0
10.1101/734442,0
10.1101/734475,0
10.1101/734483,0
10.1101/734509,0
10.1101/734525,0
10.1101/734541,0
10.1101/734574,0
10.1101/734582,0
10.1101/734590,0
10.1101/734608,0
10.1101/734616,0
10.1101/734624,0
10.1101/734632,0
10.1101/734640,0
10.1101/734657,0
10.1101/734665,0
10.1101/734673,0
10.1101/734699,0
10.1101/734707,0
10.1101/734715,0
10.1101/734749,0
10.1101/734756,0
10.1101/734764,0
10.1101/734780,0
10.1101/734798,0
10.1101/734814,0
10.1101/734822,0
10.1101/734830,0
10.1101/734848,0
10.1101/734855,0
10.1101/734863,0
10.1101/734889,0
10.1101/734913,0
10.1101/734939,0
10.1101/734954,0
10.1101/734970,0
10.1101/734996,0
10.1101/735001,0
10.1101/735019,0
10.1101/735027,0
10.1101/735050,0
10.1101/735076,0
10.1101/735084,0
10.1101/735092,0
10.1101/735100,0
10.1101/735126,0
10.1101/735134,0
10.1101/735142,1
10.1101/735167,0
10.1101/735175,0
10.1101/735183,0
10.1101/735191,0
10.1101/735217,0
10.1101/735225,0
10.1101/735233,0
10.1101/735241,0
10.1101/735266,0
10.1101/735274,0
10.1101/735290,0
10.1101/735308,0
10.1101/735324,0
10.1101/735332,0
10.1101/735340,0
10.1101/735357,1
10.1101/735381,0
10.1101/735399,0
10.1101/735415,0
10.1101/735423,0
10.1101/735431,0
10.1101/735449,0
10.1101/735456,0
10.1101/735464,0
10.1101/735472,0
10.1101/735480,0
10.1101/735506,0
10.1101/735514,0
10.1101/735522,0
10.1101/735530,0
10.1101/735548,0
10.1101/735555,0
10.1101/735563,0
10.1101/735571,0
10.1101/735589,0
10.1101/735597,0
10.1101/735605,0
10.1101/735621,0
10.1101/735647,0
10.1101/735654,0
10.1101/735662,0
10.1101/735670,0
10.1101/735696,0
10.1101/735704,0
10.1101/735712,0
10.1101/735720,0
10.1101/735738,1
10.1101/735746,0
10.1101/735761,0
10.1101/735779,0
10.1101/735787,0
10.1101/735803,0
10.1101/735811,0
10.1101/735837,0
10.1101/735845,0
10.1101/735852,0
10.1101/735878,1
10.1101/735886,0
10.1101/735894,0
10.1101/735928,0
10.1101/735936,0
10.1101/735951,0
10.1101/735969,0
10.1101/735985,0
10.1101/736009,0
10.1101/736017,0
10.1101/736033,0
10.1101/736058,0
10.1101/736074,0
10.1101/736090,0
10.1101/736108,0
10.1101/736124,0
10.1101/736140,0
10.1101/736165,0
10.1101/736173,0
10.1101/736181,0
10.1101/736199,0
10.1101/736207,0
10.1101/736215,0
10.1101/736223,0
10.1101/736231,1
10.1101/736249,0
10.1101/736256,0
10.1101/736264,0
10.1101/736272,0
10.1101/736280,0
10.1101/736306,0
10.1101/736322,0
10.1101/736330,0
10.1101/736348,0
10.1101/736355,0
10.1101/736363,0
10.1101/736371,0
10.1101/736389,0
10.1101/736397,2
10.1101/736413,0
10.1101/736421,0
10.1101/736439,0
10.1101/736447,0
10.1101/736462,0
10.1101/736470,0
10.1101/736488,0
10.1101/736496,0
10.1101/736504,0
10.1101/736512,0
10.1101/736520,0
10.1101/736538,0
10.1101/736546,0
10.1101/736553,0
10.1101/736579,0
10.1101/736587,0
10.1101/736595,0
10.1101/736603,0
10.1101/736611,0
10.1101/736629,0
10.1101/736637,0
10.1101/736645,0
10.1101/736652,2
10.1101/736660,0
10.1101/736678,0
10.1101/736686,0
10.1101/736694,0
10.1101/736702,0
10.1101/736710,0
10.1101/736728,0
10.1101/736736,0
10.1101/736777,0
10.1101/736785,0
10.1101/736793,0
10.1101/736801,0
10.1101/736819,1
10.1101/736843,0
10.1101/736850,0
10.1101/736868,0
10.1101/736876,0
10.1101/736892,0
10.1101/736900,0
10.1101/736934,0
10.1101/736942,2
10.1101/736967,0
10.1101/736975,0
10.1101/736983,0
10.1101/736991,0
10.1101/737015,0
10.1101/737023,0
10.1101/737031,0
10.1101/737049,0
10.1101/737056,1
10.1101/737064,0
10.1101/737072,0
10.1101/737080,0
10.1101/737098,0
10.1101/737106,0
10.1101/737114,0
10.1101/737122,0
10.1101/737130,0
10.1101/737148,0
10.1101/737155,0
10.1101/737171,0
10.1101/737189,0
10.1101/737197,0
10.1101/737239,1
10.1101/737247,0
10.1101/737254,0
10.1101/737262,0
10.1101/737270,0
10.1101/737296,0
10.1101/737312,0
10.1101/737320,0
10.1101/737338,0
10.1101/737346,0
10.1101/737353,0
10.1101/737361,0
10.1101/737379,0
10.1101/737387,0
10.1101/737395,0
10.1101/737403,0
10.1101/737411,0
10.1101/737429,0
10.1101/737452,1
10.1101/737460,0
10.1101/737478,0
10.1101/737494,0
10.1101/737502,0
10.1101/737510,0
10.1101/737528,1
10.1101/737536,0
10.1101/737551,0
10.1101/737577,0
10.1101/737585,0
10.1101/737593,0
10.1101/737601,1
10.1101/737619,0
10.1101/737627,0
10.1101/737635,0
10.1101/737643,0
10.1101/737650,0
10.1101/737668,0
10.1101/737676,0
10.1101/737684,0
10.1101/737692,0
10.1101/737718,0
10.1101/737726,0
10.1101/737734,0
10.1101/737742,0
10.1101/737759,0
10.1101/737767,0
10.1101/737775,0
10.1101/737783,0
10.1101/737817,0
10.1101/737841,0
10.1101/737858,0
10.1101/737866,0
10.1101/737890,0
10.1101/737908,0
10.1101/737916,0
10.1101/737924,0
10.1101/737932,0
10.1101/737940,0
10.1101/737973,0
10.1101/737981,2
10.1101/737999,0
10.1101/738005,0
10.1101/738013,0
10.1101/738021,0
10.1101/738039,0
10.1101/738047,0
10.1101/738054,0
10.1101/738062,0
10.1101/738070,0
10.1101/738088,0
10.1101/738096,0
10.1101/738112,0
10.1101/738120,0
10.1101/738138,0
10.1101/738146,0
10.1101/738153,0
10.1101/738161,0
10.1101/738179,0
10.1101/738203,0
10.1101/738211,0
10.1101/738229,0
10.1101/738237,0
10.1101/738245,0
10.1101/738252,0
10.1101/738260,0
10.1101/738278,0
10.1101/738286,0
10.1101/738294,0
10.1101/738302,0
10.1101/738310,0
10.1101/738328,0
10.1101/738336,0
10.1101/738344,0
10.1101/738351,0
10.1101/738369,0
10.1101/738377,0
10.1101/738385,0
10.1101/738393,0
10.1101/738419,0
10.1101/738427,0
10.1101/738435,0
10.1101/738443,0
10.1101/738450,0
10.1101/738500,0
10.1101/738526,3
10.1101/738534,0
10.1101/738542,0
10.1101/738567,0
10.1101/738583,0
10.1101/738617,0
10.1101/738633,0
10.1101/738641,0
10.1101/738658,5
10.1101/738666,0
10.1101/738682,0
10.1101/738690,2
10.1101/738708,0
10.1101/738716,0
10.1101/738724,0
10.1101/738765,0
10.1101/738781,2
10.1101/738799,0
10.1101/738807,0
10.1101/738823,0
10.1101/738856,0
10.1101/738864,0
10.1101/738872,0
10.1101/738880,0
10.1101/738898,0
10.1101/738906,0
10.1101/738914,0
10.1101/738930,0
10.1101/738948,0
10.1101/738955,0
10.1101/738971,0
10.1101/738989,0
10.1101/738997,0
10.1101/739003,0
10.1101/739011,1
10.1101/739037,0
10.1101/739052,0
10.1101/739060,0
10.1101/739078,0
10.1101/739094,0
10.1101/739110,0
10.1101/739128,0
10.1101/739136,0
10.1101/739144,0
10.1101/739151,0
10.1101/739169,0
10.1101/739185,0
10.1101/739201,1
10.1101/739243,0
10.1101/739284,0
10.1101/739292,0
10.1101/739300,0
10.1101/739318,0
10.1101/739326,0
10.1101/739334,0
10.1101/739342,0
10.1101/739383,0
10.1101/739391,0
10.1101/739409,0
10.1101/739425,0
10.1101/739433,0
10.1101/739441,0
10.1101/739458,0
10.1101/739466,0
10.1101/739474,0
10.1101/739490,1
10.1101/739508,0
10.1101/739516,0
10.1101/739532,0
10.1101/739540,0
10.1101/739557,0
10.1101/739573,0
10.1101/739581,0
10.1101/739599,0
10.1101/739615,0
10.1101/739623,0
10.1101/739631,0
10.1101/739649,1
10.1101/739680,0
10.1101/739698,0
10.1101/739706,0
10.1101/739714,0
10.1101/739722,0
10.1101/739730,0
10.1101/739748,0
10.1101/739763,0
10.1101/739771,0
10.1101/739789,0
10.1101/739797,0
10.1101/739805,0
10.1101/739813,0
10.1101/739839,0
10.1101/739847,0
10.1101/739854,0
10.1101/739862,0
10.1101/739870,0
10.1101/739888,0
10.1101/739904,0
10.1101/739912,0
10.1101/739920,0
10.1101/739953,0
10.1101/739961,0
10.1101/739979,0
10.1101/739987,0
10.1101/739995,0
10.1101/740001,0
10.1101/740027,0
10.1101/740043,0
10.1101/740050,0
10.1101/740068,0
10.1101/740076,0
10.1101/740084,0
10.1101/740092,0
10.1101/740100,0
10.1101/740118,0
10.1101/740126,0
10.1101/740134,0
10.1101/740142,0
10.1101/740159,0
10.1101/740167,0
10.1101/740175,0
10.1101/740183,0
10.1101/740191,0
10.1101/740209,0
10.1101/740217,0
10.1101/740225,0
10.1101/740241,0
10.1101/740266,0
10.1101/740282,0
10.1101/740316,0
10.1101/740324,0
10.1101/740340,0
10.1101/740365,0
10.1101/740373,0
10.1101/740399,0
10.1101/740407,0
10.1101/740415,0
10.1101/740423,0
10.1101/740456,0
10.1101/740464,0
10.1101/740472,0
10.1101/740480,0
10.1101/740498,0
10.1101/740506,0
10.1101/740530,0
10.1101/740548,0
10.1101/740555,0
10.1101/740563,0
10.1101/740571,0
10.1101/740589,0
10.1101/740597,0
10.1101/740605,0
10.1101/740613,0
10.1101/740621,0
10.1101/740670,2
10.1101/740688,0
10.1101/740696,0
10.1101/740704,0
10.1101/740712,0
10.1101/740720,0
10.1101/740738,0
10.1101/740746,0
10.1101/740753,1
10.1101/740761,0
10.1101/740779,0
10.1101/740795,0
10.1101/740803,0
10.1101/740829,0
10.1101/740837,0
10.1101/740845,1
10.1101/740852,0
10.1101/740878,0
10.1101/740886,0
10.1101/740894,0
10.1101/740902,0
10.1101/740928,0
10.1101/740936,1
10.1101/740944,0
10.1101/740951,0
10.1101/740977,0
10.1101/740985,0
10.1101/740993,0
10.1101/741009,0
10.1101/741017,0
10.1101/741025,0
10.1101/741033,0
10.1101/741041,0
10.1101/741058,0
10.1101/741066,0
10.1101/741090,3
10.1101/741108,0
10.1101/741124,0
10.1101/741132,0
10.1101/741140,0
10.1101/741173,0
10.1101/741231,3
10.1101/741249,0
10.1101/741256,0
10.1101/741264,0
10.1101/741280,0
10.1101/741314,0
10.1101/741322,1
10.1101/741330,0
10.1101/741348,0
10.1101/741355,0
10.1101/741363,0
10.1101/741371,0
10.1101/741389,0
10.1101/741397,0
10.1101/741405,0
10.1101/741413,0
10.1101/741421,0
10.1101/741439,0
10.1101/741447,0
10.1101/741454,0
10.1101/741462,0
10.1101/741470,0
10.1101/741488,0
10.1101/741496,0
10.1101/741504,0
10.1101/741512,0
10.1101/741520,0
10.1101/741538,0
10.1101/741546,0
10.1101/741553,0
10.1101/741561,0
10.1101/741579,0
10.1101/741587,0
10.1101/741595,0
10.1101/741603,0
10.1101/741611,0
10.1101/741637,0
10.1101/741645,0
10.1101/741652,0
10.1101/741660,0
10.1101/741678,0
10.1101/741686,0
10.1101/741694,0
10.1101/741702,0
10.1101/741710,0
10.1101/741728,0
10.1101/741744,0
10.1101/741751,0
10.1101/741769,0
10.1101/741777,0
10.1101/741801,0
10.1101/741827,0
10.1101/741835,0
10.1101/741843,2
10.1101/741884,0
10.1101/741900,0
10.1101/741918,0
10.1101/741926,0
10.1101/741934,0
10.1101/741942,0
10.1101/741967,0
10.1101/741975,0
10.1101/741983,0
10.1101/741991,0
10.1101/742007,0
10.1101/742023,1
10.1101/742031,0
10.1101/742049,0
10.1101/742072,0
10.1101/742080,0
10.1101/742098,0
10.1101/742106,0
10.1101/742114,0
10.1101/742122,0
10.1101/742130,1
10.1101/742148,0
10.1101/742171,0
10.1101/742189,0
10.1101/742197,0
10.1101/742213,0
10.1101/742239,0
10.1101/742247,0
10.1101/742254,0
10.1101/742262,0
10.1101/742270,0
10.1101/742304,0
10.1101/742320,5
10.1101/742346,0
10.1101/742353,0
10.1101/742361,0
10.1101/742379,0
10.1101/742387,1
10.1101/742395,0
10.1101/742403,0
10.1101/742411,0
10.1101/742429,0
10.1101/742437,0
10.1101/742460,0
10.1101/742478,0
10.1101/742486,0
10.1101/742494,0
10.1101/742510,0
10.1101/742536,0
10.1101/742544,0
10.1101/742551,0
10.1101/742577,0
10.1101/742585,0
10.1101/742593,0
10.1101/742601,0
10.1101/742619,0
10.1101/742627,1
10.1101/742635,0
10.1101/742643,3
10.1101/742650,0
10.1101/742668,0
10.1101/742676,0
10.1101/742684,2
10.1101/742692,0
10.1101/742700,0
10.1101/742718,0
10.1101/742726,0
10.1101/742734,0
10.1101/742742,1
10.1101/742759,0
10.1101/742817,1
10.1101/742833,0
10.1101/742841,0
10.1101/742858,0
10.1101/742866,0
10.1101/742874,0
10.1101/742882,1
10.1101/742908,0
10.1101/742916,0
10.1101/742924,0
10.1101/742932,0
10.1101/742940,0
10.1101/742957,0
10.1101/742965,0
10.1101/743005,0
10.1101/743021,0
10.1101/743039,0
10.1101/743047,0
10.1101/743054,0
10.1101/743062,0
10.1101/743088,0
10.1101/743120,0
10.1101/743138,0
10.1101/743146,0
10.1101/743161,0
10.1101/743179,0
10.1101/743187,0
10.1101/743195,0
10.1101/743203,0
10.1101/743237,0
10.1101/743245,0
10.1101/743252,0
10.1101/743260,0
10.1101/743294,0
10.1101/743310,0
10.1101/743328,0
10.1101/743336,0
10.1101/743344,0
10.1101/743351,0
10.1101/743369,0
10.1101/743377,0
10.1101/743393,0
10.1101/743401,0
10.1101/743419,0
10.1101/743427,0
10.1101/743435,0
10.1101/743443,0
10.1101/743476,0
10.1101/743484,0
10.1101/743492,0
10.1101/743500,0
10.1101/743518,0
10.1101/743526,0
10.1101/743534,0
10.1101/743542,0
10.1101/743559,0
10.1101/743567,0
10.1101/743583,0
10.1101/743591,0
10.1101/743609,0
10.1101/743617,0
10.1101/743625,0
10.1101/743633,0
10.1101/743641,0
10.1101/743658,0
10.1101/743666,0
10.1101/743674,0
10.1101/743682,0
10.1101/743690,0
10.1101/743708,0
10.1101/743716,0
10.1101/743724,0
10.1101/743732,0
10.1101/743740,0
10.1101/743757,3
10.1101/743765,0
10.1101/743773,0
10.1101/743781,0
10.1101/743799,0
10.1101/743807,0
10.1101/743815,0
10.1101/743831,0
10.1101/743856,0
10.1101/743864,0
10.1101/743872,2
10.1101/743880,0
10.1101/743898,0
10.1101/743914,0
10.1101/743922,0
10.1101/743930,0
10.1101/743948,0
10.1101/743955,0
10.1101/743989,3
10.1101/744003,0
10.1101/744011,0
10.1101/744029,0
10.1101/744037,0
10.1101/744045,0
10.1101/744052,0
10.1101/744094,0
10.1101/744128,0
10.1101/744136,0
10.1101/744144,0
10.1101/744151,0
10.1101/744177,0
10.1101/744193,1
10.1101/744219,0
10.1101/744227,0
10.1101/744250,0
10.1101/744268,0
10.1101/744276,0
10.1101/744300,1
10.1101/744318,0
10.1101/744326,0
10.1101/744334,0
10.1101/744359,0
10.1101/744367,0
10.1101/744383,0
10.1101/744391,0
10.1101/744425,0
10.1101/744441,0
10.1101/744458,0
10.1101/744466,0
10.1101/744482,0
10.1101/744508,0
10.1101/744532,0
10.1101/744540,0
10.1101/744557,0
10.1101/744565,0
10.1101/744581,0
10.1101/744607,0
10.1101/744615,0
10.1101/744623,0
10.1101/744631,0
10.1101/744649,0
10.1101/744656,0
10.1101/744664,0
10.1101/744672,0
10.1101/744680,0
10.1101/744698,0
10.1101/744706,0
10.1101/744714,0
10.1101/744722,0
10.1101/744748,0
10.1101/744755,0
10.1101/744763,0
10.1101/744789,0
10.1101/744797,0
10.1101/744813,0
10.1101/744821,0
10.1101/744854,0
10.1101/744862,0
10.1101/744888,0
10.1101/744896,0
10.1101/744904,0
10.1101/744912,0
10.1101/744920,0
10.1101/744938,0
10.1101/744946,0
10.1101/744953,0
10.1101/744961,0
10.1101/744979,0
10.1101/744987,0
10.1101/744995,0
10.1101/745000,0
10.1101/745018,0
10.1101/745026,0
10.1101/745034,0
10.1101/745059,0
10.1101/745067,0
10.1101/745075,0
10.1101/745091,0
10.1101/745109,0
10.1101/745117,0
10.1101/745125,0
10.1101/745133,0
10.1101/745141,0
10.1101/745158,0
10.1101/745166,0
10.1101/745174,0
10.1101/745182,0
10.1101/745190,0
10.1101/745208,0
10.1101/745216,0
10.1101/745224,0
10.1101/745232,0
10.1101/745240,0
10.1101/745265,0
10.1101/745273,0
10.1101/745299,0
10.1101/745307,0
10.1101/745315,0
10.1101/745323,0
10.1101/745331,0
10.1101/745356,0
10.1101/745364,0
10.1101/745372,1
10.1101/745406,0
10.1101/745414,0
10.1101/745430,0
10.1101/745448,0
10.1101/745455,0
10.1101/745463,0
10.1101/745471,0
10.1101/745489,0
10.1101/745505,0
10.1101/745513,0
10.1101/745521,0
10.1101/745539,0
10.1101/745547,0
10.1101/745562,0
10.1101/745588,0
10.1101/745596,0
10.1101/745612,0
10.1101/745620,0
10.1101/745638,0
10.1101/745646,0
10.1101/745653,0
10.1101/745679,0
10.1101/745687,0
10.1101/745695,0
10.1101/745703,1
10.1101/745729,0
10.1101/745745,0
10.1101/745752,0
10.1101/745760,0
10.1101/745778,0
10.1101/745786,0
10.1101/745794,0
10.1101/745828,0
10.1101/745844,0
10.1101/745851,0
10.1101/745885,0
10.1101/745893,0
10.1101/745901,0
10.1101/745919,0
10.1101/745927,0
10.1101/745943,0
10.1101/745950,0
10.1101/745968,0
10.1101/745976,0
10.1101/745984,0
10.1101/746032,0
10.1101/746057,0
10.1101/746065,0
10.1101/746073,0
10.1101/746081,0
10.1101/746115,0
10.1101/746123,0
10.1101/746131,0
10.1101/746149,0
10.1101/746156,0
10.1101/746164,0
10.1101/746172,0
10.1101/746180,0
10.1101/746198,0
10.1101/746214,0
10.1101/746222,0
10.1101/746230,0
10.1101/746248,0
10.1101/746255,0
10.1101/746263,0
10.1101/746271,0
10.1101/746289,0
10.1101/746297,0
10.1101/746305,0
10.1101/746313,0
10.1101/746339,0
10.1101/746354,0
10.1101/746362,0
10.1101/746388,0
10.1101/746404,0
10.1101/746412,0
10.1101/746420,0
10.1101/746438,0
10.1101/746446,0
10.1101/746479,1
10.1101/746495,0
10.1101/746511,0
10.1101/746529,0
10.1101/746545,0
10.1101/746552,0
10.1101/746560,0
10.1101/746586,0
10.1101/746594,0
10.1101/746602,0
10.1101/746610,1
10.1101/746628,0
10.1101/746644,0
10.1101/746651,0
10.1101/746669,0
10.1101/746677,0
10.1101/746685,0
10.1101/746693,0
10.1101/746701,0
10.1101/746719,0
10.1101/746735,0
10.1101/746743,2
10.1101/746750,0
10.1101/746768,0
10.1101/746776,0
10.1101/746784,0
10.1101/746792,0
10.1101/746800,0
10.1101/746818,0
10.1101/746826,0
10.1101/746834,0
10.1101/746842,0
10.1101/746859,0
10.1101/746867,0
10.1101/746875,0
10.1101/746883,0
10.1101/746891,0
10.1101/746941,0
10.1101/746966,0
10.1101/746974,0
10.1101/746982,1
10.1101/746990,0
10.1101/747006,0
10.1101/747014,0
10.1101/747030,0
10.1101/747055,0
10.1101/747063,0
10.1101/747097,1
10.1101/747105,0
10.1101/747113,0
10.1101/747121,0
10.1101/747147,0
10.1101/747154,0
10.1101/747162,0
10.1101/747170,0
10.1101/747188,0
10.1101/747196,0
10.1101/747204,0
10.1101/747212,0
10.1101/747220,0
10.1101/747238,0
10.1101/747246,0
10.1101/747279,0
10.1101/747287,0
10.1101/747303,0
10.1101/747311,0
10.1101/747329,0
10.1101/747337,0
10.1101/747345,0
10.1101/747352,0
10.1101/747360,0
10.1101/747386,0
10.1101/747394,0
10.1101/747410,0
10.1101/747436,0
10.1101/747444,0
10.1101/747469,0
10.1101/747477,0
10.1101/747485,0
10.1101/747519,0
10.1101/747527,0
10.1101/747535,0
10.1101/747550,0
10.1101/747568,0
10.1101/747584,0
10.1101/747592,0
10.1101/747618,0
10.1101/747626,0
10.1101/747642,0
10.1101/747683,0
10.1101/747709,0
10.1101/747725,0
10.1101/747758,0
